date,search rank,id,brand,rating,num reviews
2015-11-28,568,17196571,other,5.0,2

2015-11-28,569,44014679,other,0,0

2015-11-28,570,44014675,other,0,0

2015-11-28,571,44014681,other,0,0

2015-11-28,572,44014678,other,0,0

2015-11-28,573,17196572,other,0,0

2015-11-28,574,17196616,other,5.0,1

2015-11-28,575,17196605,other,5.0,2

2015-11-28,576,33653006,other,0,0

2015-11-28,577,17196484,other,0,0

2015-11-28,578,21090592,other,0,0

2015-11-28,579,21090595,other,0,0

2015-11-28,580,21091546,other,5.0,1

2015-11-28,581,17193568,other,0,0

2015-11-28,582,21091548,other,0,0

2015-11-28,583,21090070,other,0,0

2015-11-28,584,21090103,other,0,0

2015-11-28,585,22572884,other,0,0

2015-11-28,586,17196483,other,0,0

2015-11-28,587,21091542,other,0,0

2015-11-28,588,21090979,other,0,0

2015-11-28,589,21091541,other,3.333,3

2015-11-28,590,17196481,other,0,0

2015-11-28,591,17193597,other,5.0,1

2015-11-28,592,17196482,other,0,0

2015-11-28,593,17193639,other,0,0

2015-11-28,594,17196606,other,0,0

2015-11-28,595,31219534,other,0,0

2015-11-28,596,17196453,other,0,0

2015-11-28,597,35501168,other,0,0

2015-11-28,598,30854182,other,0,0

2015-11-28,599,39326241,other,0,0

2015-11-28,600,30951373,Kashi,0,0

2015-11-28,601,22388998,other,5.0,4

2015-11-28,602,14053351,other,4.333,3

2015-11-28,603,17196608,other,0,0

2015-11-28,604,29816990,other,0,0

2015-11-28,605,29848807,other,0,0

2015-11-28,606,17196451,other,0,0

2015-11-28,607,29304806,other,0,0

2015-11-28,608,36295361,other,0,0

2015-11-28,609,23868901,other,0,0

2015-11-28,610,47854211,other,0,0

2015-11-28,611,29021287,other,5.0,1

2015-11-28,612,45918928,other,0,0

2015-11-28,613,17193517,other,0,0

2015-11-28,614,10290660,other,4.419,62

2015-11-28,615,10309708,other,4.9,20

2015-11-28,616,41897608,other,4.909,77

2015-11-28,617,10316922,other,4.708,24

2015-11-28,618,23569270,other,3.714,7

2015-11-28,619,10292112,other,4.483,29

2015-11-28,620,22985136,other,4.5,6

2015-11-28,621,33664995,other,3.5,2

2015-11-28,622,30154556,other,5.0,1

2015-11-28,623,14698850,other,4.889,9

2015-11-28,624,38458557,other,0,0

2015-11-28,625,17194141,other,4.429,7

2015-11-28,626,10535803,other,4.2,5

2015-11-28,627,10309706,other,4.917,12

2015-11-28,628,10309707,other,5.0,3

2015-11-28,629,17340369,other,4.818,11

2015-11-28,630,31219642,other,5.0,1

2015-11-28,631,28377449,other,5.0,3

2015-11-28,632,30650032,other,0,0

2015-11-28,633,42099450,Kellogg,0,0

2015-11-28,634,21103996,other,0,0

2015-11-28,635,20689905,other,4.0,5

2015-11-28,636,30156205,other,0,0

2015-11-28,637,40571031,other,0,0

2015-11-28,638,41897638,other,4.93,71

2015-11-28,639,30649052,other,0,0

2015-11-28,640,31174353,other,0,0

2015-11-28,641,46027356,other,0,0

2015-11-28,642,17340479,other,5.0,1

2015-11-28,643,16635765,other,0,0

2015-11-28,644,31168757,other,0,0

2015-11-28,645,17770578,other,5.0,1

2015-11-28,646,19311497,other,0,0

2015-11-28,647,36326945,other,0,0

2015-11-28,648,36626090,other,0,0

2015-11-28,649,32687234,other,0,0

2015-11-28,650,39369032,other,5.0,3

2015-11-28,651,36626092,other,0,0

2015-11-28,652,31346269,other,0,0

2015-11-28,653,30226756,other,0,0

2015-11-28,654,17340081,other,5.0,1

2015-11-28,655,44164414,other,0,0

2015-11-28,656,36302589,other,0,0

2015-11-28,657,31173654,other,0,0

2015-11-28,658,31210205,other,0,0

2015-11-28,659,17770576,other,5.0,1

2015-11-28,660,14914830,other,5.0,2

2015-11-28,661,30256269,other,0,0

2015-11-28,662,31173273,other,0,0

2015-11-28,663,31167836,other,0,0

2015-11-28,664,9717092,other,4.389,18

2015-11-28,665,31167755,other,0,0

2015-11-28,666,37410688,other,0,0

2015-11-28,667,31169471,other,0,0

2015-11-28,668,44125034,other,0,0

2015-11-28,669,17340024,other,5.0,1

2015-11-28,670,44153234,other,0,0

2015-11-28,671,44125038,other,0,0

2015-11-28,672,44124906,other,0,0

2015-11-28,673,31210567,other,0,0

2015-11-28,674,44125085,other,0,0

2015-11-28,675,44176353,other,0,0

2015-11-28,676,44826160,other,0,0

2015-11-28,677,44176367,other,0,0

2015-11-28,678,44125100,other,0,0

2015-11-28,679,41823065,other,0,0

2015-11-28,680,41701070,other,0,0

2015-11-28,681,28935584,other,0,0

2015-11-28,682,30255902,other,0,0

2015-11-28,683,41604555,other,0,0

2015-11-28,684,29297318,other,0,0

2015-11-28,685,35177150,other,0,0

2015-11-28,686,39367994,other,0,0

2015-11-28,687,28935470,other,0,0

2015-11-28,688,32703091,other,0,0

2015-11-28,689,41572111,other,0,0

2015-11-28,690,31168531,other,0,0

2015-11-28,691,15082609,other,0,0

2015-11-28,692,46144441,other,0,0

2015-11-28,693,43800644,other,0,0

2015-11-28,694,43785005,other,0,0

2015-11-28,695,43778704,other,0,0

2015-11-28,696,46235753,other,0,0

2015-11-28,697,33464683,other,0,0

